2015-05-02,80.0
2015-05-13,256.0
2015-06-02,92.0
2015-05-26,-5.0
2015-05-05,432.0
2015-05-18,127.0
2015-05-29,316.0
2015-05-12,602.0
2015-06-03,187.0
2015-05-21,88.0
2015-05-04,465.0
2015-06-04,303.0
2015-05-28,909.0
2015-05-15,78.0
2015-05-20,128.0
2015-05-07,365.0
2015-06-05,-29.0
2015-05-31,371.0
2015-05-14,335.0
2015-05-23,131.0
2015-05-06,479.0
2015-04-30,594.0
2015-05-30,164.0
2015-05-09,1123.0
2015-05-22,99.0
2015-05-01,-72.0
2015-05-25,275.0
2015-05-08,592.0
2015-05-17,160.0
2015-05-24,307.0
2015-05-11,375.0
2015-05-16,582.0
2015-05-03,157.0
2015-06-01,47.0
2015-05-27,354.0
2015-05-10,687.0
2015-05-19,232.0